enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
20200308,209.16,209.16,10,Cash,0,0,0,0
20200308,1675.8,168,15,Cheque,3,0,0,0
20200310,1324.8396,252,6.5,CreditCard,0,0,1,0
20200310,627.48,627.48,10,Cash,1,0,1,0
20200311,1220.0748,1220.0748,9,Cash,0,0,0,0
20200311,964.32,84,4.25,DirectDebit,0,0,0,0
20200311,519.96,22.68,6,DirectDebit,1,0,1,0
20200311,1298.6316,189,3,Cash,1,0,1,0
20200312,964.32,84,3,Cheque,0,0,1,0
20200312,1075.704,54.6,6.5,Cash,0,0,0,0
20200313,1155,1155,0,Cash,1,0,0,0
20200313,945,945,0,Cash,0,0,1,0
20200314,964.32,42,3,Cheque,0,0,0,0
20200315,488.7204,488.7204,15.4,Cash,4,0,0,0
20200315,964.32,84,6,DirectDebit,1,0,0,0
20200317,1048.32,147,3,DirectDebit,5,0,0,0
20200319,224.322,224.322,12,Cash,0,0,1,0
20200319,1452.15,168,6.5,CreditCard,0,0,0,0
20200321,361.4856,29.4,19,CreditCard,4,0,1,0
20200321,1090.32,126,4,DirectDebit,4,0,0,0
20200321,776.16,63,6,CreditCard,1,0,0,0
20200321,1767.36,1767.36,10.75,Cash,0,0,0,0
20200322,209.16,209.16,13.2,Cash,4,0,0,0
20200322,880.3116,84,3,Cash,0,0,0,0
20200323,1214.4132,126,6,DirectDebit,2,0,1,0
20200325,1875.1908,210,11,CreditCard,0,0,0,0
20200325,1875.1908,210,11,CreditCard,0,0,1,0
20200326,1043.8764,84,20,Cheque,0,0,1,0
20200326,839.16,15.96,3,Cheque,0,0,0,0
20200327,194.1828,194.1828,15.4,Cash,0,0,1,0
20200327,394.38,16.8,5.5,CreditCard,4,0,1,0
20200327,1173.48,105,10,CreditCard,0,0,0,0
20200327,1048.32,84,10,CreditCard,0,0,1,0
20200329,209.16,209.16,10,Cash,4,0,1,0
20200330,1257.48,168,15,Cash,0,0,0,1
20200330,1090.32,1090.32,9,Cash,0,0,1,0
20200330,1157.52,84,10.25,DirectDebit,0,0,1,0
20200330,419.16,126,15,DirectDebit,7,0,0,0
20200331,1043.8764,84,15,CreditCard,0,0,0,0
20200331,880.3116,147,3,Cheque,6,0,1,0
20200331,1225.7364,84,9,CreditCard,0,0,1,0
20200331,1048.32,84,10,DirectDebit,2,0,1,0
20200331,1048.32,84,15,Cash,0,0,0,0
20200401,1904.9772,147,11,Cash,1,0,1,0
20200401,1048.32,63,6,CreditCard,0,0,0,0
20200401,964.32,84,8.5,CreditCard,6,0,1,0
20200401,1225.7364,210,14,DirectDebit,1,0,1,0
20200402,1508.64,126,17,Cheque,1,0,0,0
20200402,931.5516,63,5.1,Cash,0,0,0,0
20200402,880.3116,231,6,DirectDebit,3,0,1,0
20200402,880.3116,880.3116,5,Cash,1,0,0,0
20200403,590.1336,4.2,6.5,Cheque,0,0,1,0
20200403,1675.8,210,15,Cash,0,0,1,0
20200403,1048.32,84,10,DirectDebit,0,0,1,0
20200406,630,630,0,Cash,0,0,0,0
20200406,504,504,0,Cash,0,0,1,0
20200408,671.1516,671.1516,10,Cash,1,0,1,0
20200408,209.16,209.16,13.2,Cash,4,0,0,0
20200408,964.32,84,6,CreditCard,1,0,1,0
20200409,1425.48,378,9,CreditCard,0,0,1,0
20200409,964.32,964.32,5,Cash,0,0,1,0
20200410,135.4836,135.4836,19.65,Cash,0,0,0,0
20200411,964.32,336,8.5,CreditCard,0,0,0,0
20200412,839.16,4.2,6,Cash,0,0,1,1
20200414,1034.8044,84,5.1,CreditCard,3,0,0,0
20200414,671.1516,4.2,6,CreditCard,0,0,0,0
20200415,964.32,84,10,CreditCard,1,0,1,0
20200417,755.16,126,9,DirectDebit,0,0,0,0
20200417,1199.52,42,10.25,Cash,0,0,0,0
20200417,1805.6724,1805.6724,0,Cash,0,0,0,0
20200418,891.072,891.072,10,Cash,3,0,1,0
20200418,1340.64,252,4,DirectDebit,1,0,0,0
20200418,209.16,209.16,15,Cash,5,0,1,0
20200419,1048.32,25.2,6,CreditCard,0,0,0,0
20200419,1904.9856,147,9,DirectDebit,2,0,0,0
20200420,1489.7988,126,15,CreditCard,2,0,1,0
20200421,209.16,209.16,13.2,Cash,0,0,0,0
20200422,1132.32,1132.32,9,Cash,0,0,1,0
20200422,994.7112,84,6,CreditCard,1,0,0,0
20200423,1466.64,126,6,CreditCard,0,0,1,0
20200423,1048.32,84,10,CreditCard,1,0,1,0
20200424,418.74,0,0,CreditCard,0,0,0,0
20200427,1174.32,42,8.5,Cash,3,0,0,0
20200428,1039.0548,84,6,Cash,0,0,0,1
20200428,1304.5032,25.2,6,Cheque,0,0,0,0
20200428,891.072,25.2,6,Cheque,6,0,0,0
20200429,911.0892,126.84,7,CreditCard,0,0,0,0
20200430,862.848,862.848,12,Cash,6,0,0,0
20200430,1050,1050,0,Cash,6,0,1,0
20200430,441.966,4.2,6,Cheque,0,0,1,0
20200501,1089.4716,1089.4716,10,Cash,0,0,1,0
20200501,695.688,42,5.5,Cheque,1,0,1,0
20200502,293.16,293.16,0,Cash,0,0,0,0
20200502,1310.5848,21.84,6,CreditCard,0,0,1,0
20200503,217.5264,217.5264,9,Cash,0,0,0,0
20200504,553.7616,4.2,32,Cash,0,0,1,1
20200504,964.32,84,20,Cheque,2,0,1,0
20200504,435.0528,435.0528,9,Cash,3,0,1,0
20200504,1132.32,252,9,Cheque,1,0,0,0
20200505,880.3116,84,10,CreditCard,0,0,0,0
20200505,419.16,419.16,6,Cash,1,0,1,0
20200506,222.2304,222.2304,12,Cash,0,0,1,0
20200506,1904.9856,147,9,CreditCard,4,0,0,0
20200506,738.36,21,6,Cheque,0,0,1,0
20200506,630,630,0,Cash,1,0,0,0
20200507,695.688,42,12,CreditCard,0,0,1,0
20200507,656.6364,126,14,DirectDebit,0,0,0,0
20200507,368.76,63,6,CreditCard,3,0,0,0
20200507,1048.32,42,6,CreditCard,0,0,1,0
20200507,1048.32,42,6,CreditCard,3,0,0,0
20200508,1220.0748,84,9,CreditCard,0,0,0,0
20200508,880.32,880.32,10,Cash,0,0,1,0
20200509,1048.32,84,10,DirectDebit,0,0,0,0
20200509,419.16,126,6,DirectDebit,6,0,0,0
20200510,167.16,167.16,10.5,DirectDebit,6,0,1,0
20200510,880.32,880.32,10,Cash,5,0,1,0
20200510,671.1516,63,6,Cheque,1,0,0,0
20200510,1048.32,147,6,Cheque,3,0,1,0
20200511,209.16,209.16,12,Cash,0,0,0,0
20200511,964.32,84,8.5,CreditCard,1,0,0,0
20200511,1182.2832,126,17,Cash,1,0,1,0
20200511,1466.64,126,15,Cheque,0,0,0,0
20200512,1366.68,168,10.25,Cheque,2,0,1,0
20200512,758.016,21.84,6,CreditCard,1,0,0,0
20200513,1447.4376,1447.4376,14,Cash,1,0,1,0
20200513,1048.32,84,15,Cheque,0,0,1,0
20200514,1173.48,105,6,DirectDebit,0,0,0,0
20200514,1257.48,252,6,DirectDebit,1,0,0,0
20200515,695.688,42,12,CreditCard,5,0,0,0
20200515,880.3116,168,6,Cheque,0,0,0,0
20200518,1695.9516,1695.9516,9,Cash,1,0,0,0
20200519,1132.32,1132.32,9,Cash,0,0,1,0
20200519,1257.816,1257.816,10,Cash,0,0,0,0
20200520,252,252,0,Cash,4,0,1,0
20200520,891.072,147,6,CreditCard,3,0,1,0
20200520,177.786,21,6,CreditCard,6,0,1,0
20200521,1225.7364,84,14,Cash,2,0,1,0
20200521,519.96,22.68,6,CreditCard,0,0,1,0
20200521,1132.32,84,14,Cheque,0,0,0,0
20200522,840.1932,63,25,Cheque,6,0,0,0
20200522,1452.15,126,9,CreditCard,0,0,1,0
20200522,1225.7364,126,14,Cash,1,0,0,0
20200522,1678.572,126,9,CreditCard,1,0,0,0
20200523,1257.48,1257.48,10,Cash,6,0,1,0
20200525,209.16,209.16,10,Cash,0,0,1,0
20200525,1257.48,105,15,DirectDebit,1,0,1,0
20200525,419.16,126,15,DirectDebit,1,0,0,0
20200526,519.96,23.52,6,Cash,0,0,0,1
20200526,1445.4468,105,9,DirectDebit,0,0,0,0
20200526,1173.48,105,10,DirectDebit,1,0,0,0
20200527,1257.48,105,15,Cash,0,0,0,1
20200527,1152.7908,84,14,CreditCard,4,0,0,0
20200527,1214.4132,84,13,Cheque,6,0,0,0
20200527,1216.32,21.84,6,Cheque,0,0,1,0
20200528,1248.4668,63,13.93,Cash,0,0,0,1
20200528,1225.7364,84,9,CreditCard,0,0,0,0
20200528,2137.8,189,20,CreditCard,3,0,1,0
20200528,839.16,34.44,6,Cash,1,0,1,0
20200529,881.16,21,4,Cheque,0,0,0,1
20200529,713.286,63,15,Cash,3,0,0,0
20200529,1157.52,168,9.5,DirectDebit,1,0,0,0
20200529,1496.712,126,15,DirectDebit,0,0,1,0
20200529,671.1516,0.84,6,Cash,0,0,0,0
20200531,839.16,35.28,6,CreditCard,0,0,1,0
20200601,1149.4812,147,7,CreditCard,0,0,0,0
20200603,1452.15,105,9.5,Cash,1,0,1,0
20200603,964.32,964.32,5,Cash,1,0,0,0
20200604,1271.2056,42,5.5,DirectDebit,0,0,1,0
20200605,1987.44,147,14,Cheque,0,0,0,1
20200605,1507.8,168,5,DirectDebit,0,0,1,0
20200605,209.16,209.16,5,Cash,0,0,1,0
20200605,880.3116,880.3116,5,Cash,7,0,0,0
20200605,1591.8,210,10,Cheque,0,0,0,0
20200606,964.32,189,5,DirectDebit,0,0,1,0
20200606,1157.52,84,10.25,Cash,0,0,0,0
20200607,1039.0548,84,12.5,Cheque,0,0,0,0
20200608,1225.7364,84,5.5,Cheque,0,0,0,0
20200610,0,0,10.75,Cash,0,0,1,0
20200610,0,0,10.75,Cash,0,0,1,0
20200611,251.16,251.16,0,Cash,0,0,0,0
20200612,1452.15,126,4.5,CreditCard,0,0,1,0
20200613,671.1516,671.1516,5,Cash,1,0,1,0
20200613,880.3116,147,6,CreditCard,0,0,0,0
20200617,806.3916,42,4,Cheque,1,0,0,0
20200617,302.4,0,0,Cash,0,0,0,0
20200618,838.32,838.32,4.5,Cash,0,0,1,0
20200618,1670.8188,126,4.5,DirectDebit,6,0,0,0
20200619,1835.1816,1835.1816,9,Cash,4,0,0,0
20200619,2293.956,2293.956,9,Cash,4,0,1,0
20200619,2293.956,2293.956,0.75,Cash,0,0,1,0
20200620,1173.48,252,6,CreditCard,1,0,1,0
20200622,1098.426,1098.426,5.5,Cash,0,0,0,0
20200622,880.32,231,6,DirectDebit,1,0,1,0
20200623,880.3116,880.3116,5,Cash,6,0,0,0
20200623,880.3116,42,6,DirectDebit,1,0,0,0
20200623,630,630,0,Cash,0,0,0,0
20200625,0,0,55,DirectDebit,7,0,1,0
20200625,0,0,44,Cash,0,0,1,0
20200625,0,0,55,CreditCard,0,0,1,0
20200625,0,0,44,Cash,0,0,1,0
20200625,0,0,44,CreditCard,0,0,1,0
20200625,0,0,41.25,Cash,0,0,0,0
20200625,0,0,55,Cheque,0,0,1,0
20200625,0,0,55,CreditCard,0,0,0,0
20200625,0,0,55,CreditCard,0,0,1,0
20200625,0,0,55,CreditCard,0,0,1,0
20200625,0,0,30,Cheque,6,0,1,0
20200625,0,0,55,Cash,0,0,1,0
20200625,1034.2332,84,7.5,DirectDebit,1,0,0,0
20200625,671.1516,4.2,6,Cash,1,0,0,0
20200626,1644.72,31.92,4.75,Cheque,0,0,0,1
20200626,167.16,167.16,9,Cash,1,0,1,0
20200626,891.072,84,5,CreditCard,6,0,0,0
20200626,627.48,627.48,5,Cash,0,0,1,0
20200628,1173.48,105,5,CreditCard,0,0,1,0
20200628,964.32,84,5,CreditCard,3,0,1,0
20200629,1447.4628,8.4,7,CreditCard,0,0,0,0
20200630,1575.84,1575.84,4.75,Cash,1,0,1,0
20200630,1089.4716,105,4.25,DirectDebit,0,0,1,0
20200630,151.2,0,0,CreditCard,4,0,0,0
20200630,151.2,0,0,CreditCard,0,0,0,0
20200701,629.16,15.96,4.75,DirectDebit,0,0,1,0
20200701,1143.9036,126,8.72,Cheque,0,0,0,0
20200702,392.1792,392.1792,14,Cash,6,0,0,0
20200704,1111.32,84,9,DirectDebit,3,0,1,0
20200706,964.32,126,5,CreditCard,3,0,0,0
20200706,209.16,209.16,15,Cash,6,0,0,0
20200708,536.76,252,4,DirectDebit,0,0,0,0
20200708,1655.8332,126,12.85,Cheque,0,0,1,0
20200708,943.32,147,6,CreditCard,2,0,0,0
20200709,630,630,0,Cash,0,0,0,0
20200710,943.32,84,5,CreditCard,0,0,1,0
20200713,1048.32,105,4.25,CreditCard,0,0,1,0
20200713,590.5116,63,6,Cheque,3,0,0,0
20200714,1203.006,42,5.51,Cash,0,0,0,1
20200714,3781.05,3781.05,6,Cash,0,0,1,0
20200716,1655.8332,84,5.96,Cheque,0,0,1,1
20200716,734.16,126,6,Cheque,0,0,0,0
20200716,1136.52,84,6,CreditCard,5,0,0,0
20200716,2021.4936,2021.4936,6,Cash,0,0,1,0
20200717,734.16,63,4.75,CreditCard,3,0,1,0
20200718,943.32,25.2,6,CreditCard,0,0,0,0
20200719,943.32,84,6,CreditCard,0,0,0,0
20200720,943.32,42,6,CreditCard,0,0,0,0
20200721,453.7428,226.8756,5.96,DirectDebit,6,0,0,0
20200723,151.2,0,0,CreditCard,7,0,0,0
20200726,300.804,25.2,28,Cash,0,0,1,1
20200726,859.32,147,6,CreditCard,0,0,1,0
20200726,805.392,36.96,6,CreditCard,1,0,1,0
20200727,633.36,126,6,CreditCard,7,0,1,0
20200728,210,210,0,Cash,0,0,1,0
20200729,1684.6872,147,13.91,CreditCard,0,0,1,0
20200729,1460.3568,126,13.91,CreditCard,0,0,0,0
20200730,1361.64,273,10,DirectDebit,1,0,0,0
20200731,943.32,84,10,DirectDebit,0,0,0,0
20200801,1361.64,168,15,Cheque,6,0,0,0
20200802,1152.48,63,6,Cheque,0,0,0,1
20200802,1197.4452,1197.4452,9,Cash,0,0,0,0
20200802,1554.84,126,6,CreditCard,1,0,0,0
20200803,734.16,63,7,Cash,1,0,0,0
20200804,1191.8928,84,6.96,CreditCard,1,0,0,0
20200804,1136.52,126,7,DirectDebit,1,0,0,0
20200804,943.32,36.96,7,Cash,0,0,1,0
20200805,1260,1260,0,Cash,0,0,1,0
20200806,2016,2016,0,Cash,0,0,1,0
20200807,222.7596,222.7596,12,Cash,3,0,0,0
20200808,1136.52,63,7,Cheque,0,0,0,1
20200808,859.32,859.32,5,Cash,0,0,0,0
20200809,695.688,42,5.5,Cheque,3,0,0,0
20200810,1345.68,252,7,Cash,1,0,1,0
20200811,996.1224,84,25,Cheque,0,0,0,1
20200811,519.96,16.8,7,Cash,4,0,0,0
20200811,696.822,696.822,10,Cash,0,0,1,0
20200815,67.2,67.2,0,Cash,6,0,0,0
20200819,251.16,251.16,10,Cash,6,0,1,0
20200820,1274.7504,147,6.54,CreditCard,0,0,0,0
20200820,469.7532,21,6.96,CreditCard,0,0,1,0
20200820,538.356,126,6,DirectDebit,6,0,0,0
20200821,590.1252,590.1252,4.5,Cash,0,0,1,0
20200821,761.9976,761.9976,0,Cash,0,0,0,0
20200821,695.688,42,5.5,DirectDebit,0,0,1,0
20200823,222.7596,222.7596,12,Cash,0,0,1,0
20200824,226.4136,226.4136,12,Cash,5,0,1,0
20200825,1152.48,420,7,DirectDebit,1,0,0,0
20200826,1554.84,336,7,Cash,0,0,0,0
20200829,209.16,209.16,10,Cash,4,0,1,0
20200830,880.3116,880.3116,7,Cash,1,0,1,0
20200830,695.688,42,5.5,DirectDebit,7,0,0,0
20200830,859.32,84,15,Cheque,0,0,1,0
20200831,1429.4196,105,23,Cheque,0,0,0,0
20200831,1152.7908,84,14,Cheque,4,0,1,0
20200831,999.9192,84,15,DirectDebit,6,0,1,0
20200831,671.1516,63,15,Cheque,1,0,0,0
20200831,1068.48,534.24,10,DirectDebit,6,0,1,0
20200901,148.176,0,0,CreditCard,0,0,0,0
20200901,672.6972,105,10.5,CreditCard,0,0,1,0
20200902,1014.7116,1014.7116,9,Cash,4,0,0,0
20200903,1904.9856,147,18,CreditCard,0,0,1,0
20200903,1277.64,1277.64,10,Cash,4,0,1,0
20200904,209.16,209.16,12,Cash,8,0,1,0
20200904,434.3052,126,7,DirectDebit,7,0,1,0
20200904,1678.572,126,23,CreditCard,0,0,1,0
20200904,1366.68,126,8,CreditCard,0,0,1,0
20200904,1006.32,126,20,Cheque,0,0,0,0
20200906,660.87,42,0,DirectDebit,0,0,0,0
20200907,1785,273,8,Cheque,5,0,1,0
20200907,1069.2192,84,23,CreditCard,1,0,0,0
20200907,911.0892,911.0892,7,Cash,0,0,0,0
20200907,1399.44,252,9,DirectDebit,5,0,1,0
20200908,671.1516,63,10,CreditCard,6,0,0,0
20200908,661.08,661.08,9,Cash,0,0,0,0
20200909,552.9804,21,7.97,DirectDebit,0,0,0,0
20200909,552.9804,42.84,7.97,Cheque,0,0,1,0
20200909,1764.84,378,8,CreditCard,0,0,1,0
20200910,1896.1908,147,9,CreditCard,5,0,1,0
20200910,528.696,21,5.5,DirectDebit,1,0,0,0
20200911,713.16,42,8,DirectDebit,0,0,1,0
20200911,1199.52,42,8,Cheque,6,0,0,0
20200911,1092.462,231,7.95,CreditCard,7,0,1,0
20200912,1575.84,273,8,DirectDebit,4,0,1,0
20200913,1044.7836,42,7.95,DirectDebit,2,0,0,0
20200913,666.12,63,8,Cheque,2,0,0,0
20200915,943.32,84,10,CreditCard,1,0,0,0
20200917,944.16,63,18,DirectDebit,3,0,1,0
20200918,636.216,24.36,5.5,Cheque,0,0,0,0
20200919,238.392,238.392,14,Cash,0,0,0,0
20200919,1089.4716,1089.4716,8,Cash,4,0,0,0
20200920,252,21,0,CreditCard,6,0,0,0
20200921,1132.32,252,8,Cheque,2,0,0,0
20200921,1064.532,42.84,8,Cheque,1,0,0,0
20200922,0.0084,0.0084,0,Cash,0,0,0,0
20200922,1877.1816,1877.1816,9,Cash,0,0,1,0
20200923,1678.32,42,8,DirectDebit,1,0,0,1
20200923,1904.9856,147,18,DirectDebit,7,0,1,0
20200923,636.216,24.36,5.5,CreditCard,1,0,0,0
20200923,797.16,42,4,CreditCard,0,0,0,0
20200924,1132.32,252,5.5,DirectDebit,5,0,0,0
20200924,1129.5648,21.84,7.95,CreditCard,6,0,0,0
20200929,1298.6316,273,4,DirectDebit,6,0,1,0
20200930,1760.4216,126,23,CreditCard,1,0,1,0
20200930,1760.4216,126,23,CreditCard,1,0,0,0
20200930,251.16,251.16,4,Cheque,4,0,0,0
20201001,452.8356,452.8356,12,Cheque,3,0,1,0
20201002,1896.1908,189,3.98,DirectDebit,0,0,1,0
20201006,1006.32,84,4,CreditCard,1,0,1,0
20201006,1514.898,252,3.97,Cheque,0,0,1,0
20201007,1089.3456,84,3.97,DirectDebit,0,0,0,0
20201007,758.6124,210,3.98,DirectDebit,4,0,0,0
20201007,501.648,20.16,5.5,DirectDebit,0,0,1,0
20201007,755.16,42,8,Cheque,7,0,1,0
20201007,1089.3456,126,3.97,DirectDebit,0,0,0,0
20201007,994.7112,126,3.98,DirectDebit,3,0,0,0
20201009,1089.3456,84,3.97,DirectDebit,0,0,0,0
20201009,1225.7364,84,3.97,Cheque,1,0,0,0
20201010,1438.7352,105,3.98,Cheque,0,0,0,0
20201011,799.6716,25.2,8,DirectDebit,5,0,0,0
20201011,1131.48,1131.48,4.5,Cheque,0,0,1,0
20201011,1507.8,753.9,4.5,DirectDebit,0,0,1,0
20201012,726.5244,42,6.42,Cheque,1,0,0,0
20201013,587.16,42,8,CreditCard,4,0,0,0
20201015,902.4204,902.4204,16,Cheque,0,0,1,0
20201015,964.32,25.2,8,DirectDebit,0,0,0,0
20201015,1173.48,1173.48,4.5,Cheque,0,0,0,0
20201017,519.96,63,8,Cheque,0,0,0,0
20201017,501.648,20.16,5.5,Cheque,0,0,1,0
20201018,209.16,209.16,12,Cash,3,0,0,0
20201018,1310.5848,25.2,7.95,CreditCard,1,0,0,0
20201019,209.16,209.16,12,Cheque,0,0,1,0
20201019,209.16,209.16,12,Cheque,0,0,1,0
20201019,209.16,209.16,12,Cheque,1,0,1,0
20201019,1089.3456,84,28,CreditCard,6,0,0,0
20201021,209.16,209.16,12,Cheque,1,0,0,0
20201022,1225.7364,84,14,Cheque,0,0,1,1
20201022,1366.68,105,4,CreditCard,1,0,0,0
20201022,1225.7364,84,9,CreditCard,0,0,1,0
20201023,1132.32,84,4,Cheque,0,0,0,0
20201024,964.32,964.32,9,Cheque,3,0,0,0
20201025,755.16,63,4,DirectDebit,0,0,0,0
20201026,1445.4468,105,9,CreditCard,3,0,1,0
20201028,660.87,42,0,Cheque,0,0,0,0
20201029,880.3116,84,9,CreditCard,4,0,1,0
20201030,939.4896,8.4,7.91,Cheque,1,0,0,1
20201030,2406.9192,29.4,7.95,Cheque,0,0,0,1
20201030,1678.572,147,9,DirectDebit,0,0,0,0
20201030,1904.9856,168,14,Cheque,1,0,0,0
20201031,1121.61,105,15,DirectDebit,0,0,1,0
20201101,1887.3876,147,14,Cheque,1,0,0,0
20201102,1226.6856,126,3.95,DirectDebit,1,0,0,0
20201102,1611.2376,168,7.95,DirectDebit,4,0,1,0
20201107,1173.48,168,4,CreditCard,7,0,0,0
20201108,1382.64,147,5,DirectDebit,6,0,1,0
20201110,1514.898,252,9,DirectDebit,1,0,0,0
20201110,1341.48,126,20,CreditCard,0,0,0,0
20201110,641.886,63,10,Cheque,0,0,0,0
20201111,251.16,251.16,0,Cheque,6,0,1,0
20201111,1382.64,126,5,CreditCard,1,0,1,0
20201112,452.8272,452.8272,12,Cheque,1,0,0,0
20201114,641.886,4.2,8,DirectDebit,0,0,0,0
20201116,209.16,209.16,12,Cheque,6,0,0,0
20201116,1157.52,231,8,CreditCard,1,0,0,0
20201116,970.536,66.36,5.5,CreditCard,0,0,1,0
20201118,1422.12,252,8,DirectDebit,1,0,1,0
20201119,835.884,21,8,Cheque,1,0,0,1
20201119,209.16,209.16,12,Cheque,3,0,0,0
20201120,302.4,0,0,CreditCard,1,0,0,0
20201121,1077.3924,126,3.95,CreditCard,1,0,0,0
20201123,880.32,880.32,5,Cheque,1,0,0,0
20201124,630,630,0,Cheque,0,0,0,0
20201124,126,126,0,Cheque,6,0,0,0
20201125,0,0,38,Cash,0,0,0,0
20201125,1173.48,252,4,CreditCard,0,0,1,0
20201127,964.32,84,8,CreditCard,1,0,0,0
20201130,901.32,84,4,CreditCard,1,0,1,0
20201202,780.99,126,4,DirectDebit,4,0,1,0
20201202,1132.32,84,16,DirectDebit,6,0,0,0
20201203,1006.32,147,4,DirectDebit,4,0,1,0
20201204,1670.8188,126,23,Cheque,3,0,0,0
20201204,946.68,946.68,4,Cheque,7,0,1,0
20201205,1052.52,84,8,CreditCard,6,0,0,0
20201205,692.16,84,8,CreditCard,3,0,0,0
20201205,541.8,270.9,21,Cheque,1,0,0,0
20201205,1220.0748,84,18,CreditCard,3,0,0,0
20201206,749.2632,63,23,DirectDebit,1,0,1,0
20201208,1132.32,84,23,Cheque,0,0,0,1
20201210,446.4096,223.44,8,CreditCard,3,0,1,0
20201211,238.392,238.392,14,Cheque,1,0,0,0
20201212,251.16,251.16,15,Cheque,1,0,0,0
20201213,419.16,419.16,8,Cheque,2,0,0,0
20201213,755.16,172.2,4,DirectDebit,1,0,0,0
20201213,641.886,4.2,8,Cheque,0,0,0,0
20201213,692.16,692.16,5.5,CreditCard,0,0,1,0
20201214,1070.5968,112.9968,0,DirectDebit,8,0,0,0
20201215,1904.9856,147,18,CreditCard,0,0,1,0
20201215,969.36,84,4,Cheque,0,0,0,0
20201215,1452.15,168,9,CreditCard,1,0,0,0
20201216,551.67,42,0,CreditCard,1,0,0,0
20201216,372.96,42,6,CreditCard,1,0,0,0
20201216,1068.48,168,10,DirectDebit,5,0,0,0
20201217,198.5172,198.5172,16,Cheque,1,0,1,0
20201217,587.16,15.96,8,Cheque,1,0,0,0
20201217,1424.64,1424.64,13,Cheque,3,0,0,0
20201217,964.32,84,15,Cheque,3,0,1,0
20201218,209.16,209.16,12,Cheque,4,0,0,0
20201218,999.3228,84,15,DirectDebit,6,0,0,0
20201218,716.142,25.2,8,CreditCard,6,0,0,0
20201218,641.886,4.2,20,Cheque,1,0,0,0
20201219,1647.7356,126,18,DirectDebit,3,0,0,0
20201219,1027.32,1027.32,9,Cheque,8,0,1,0
20201219,1052.52,1052.52,8,Cheque,3,0,0,0
20201219,209.16,209.16,12,Cheque,0,0,0,0
20201219,948.36,126,8,DirectDebit,1,0,0,0
20201220,880.3116,880.3116,8,Cheque,3,0,0,0
20201220,859.32,859.32,10,Cheque,8,0,0,0
20201220,859.32,84,10,DirectDebit,1,0,0,0
20201220,1332.3072,1332.3072,9,Cheque,6,0,1,0
20201220,964.32,84,10,CreditCard,4,0,0,0
20201226,1416.2148,168,9,DirectDebit,1,0,0,0
20201226,1422.8172,168,14,CreditCard,1,0,0,0
20201226,692.16,63,28,Cheque,4,0,0,0
20201228,1256.64,1256.64,10,Cheque,1,0,0,0
20201228,859.32,84,10,DirectDebit,1,0,0,0
20201229,1084.314,84,18,CreditCard,1,0,0,0
20201229,838.32,84,15,Cheque,1,0,1,0
20201229,755.16,63,15,Cheque,1,0,0,0
20201230,943.32,126,10,CreditCard,1,0,0,0
20201231,673.2012,21,31,Cheque,0,0,1,0
20201231,780.99,780.99,15,Cheque,0,0,0,0
20201231,528.36,15.96,8,CreditCard,1,0,0,0
20201231,838.32,210,8,DirectDebit,3,0,0,0
20201231,528.36,21,8,Cheque,1,0,0,0
20210104,535.8528,42,4,Cheque,3,0,1,0
20210104,1051.68,71.4,8,DirectDebit,6,0,0,0
20210105,1047.48,46.2,8,Cheque,1,0,1,0
20210106,671.1516,63,2,Cheque,0,0,0,0
20210106,1580.3088,126,2,DirectDebit,7,0,1,0
20210106,1334.8608,168,2,DirectDebit,6,0,1,0
20210107,716.0412,42,25,Cheque,1,0,0,0
20210108,326.7516,326.7516,26,Cheque,1,0,1,0
20210108,1260,1260,0,Cheque,6,0,0,0
20210108,453.6,0,0,CreditCard,3,0,0,0
20210108,839.16,63,2,DirectDebit,1,0,1,0
20210108,964.32,84,4,CreditCard,8,0,0,0
20210108,1048.32,84,2,DirectDebit,1,0,0,0
20210109,962.472,962.472,7.5,Cheque,1,0,0,0
20210109,1675.8,168,2,DirectDebit,0,0,0,0
20210109,1494.57,252,2,CreditCard,1,0,0,0
20210110,1048.32,42,8,Cheque,1,0,0,0
20210110,1528.8252,46.2,8,Cheque,0,0,0,0
20210110,1316.6664,84,1.85,Cheque,6,0,1,0
20210111,1404.7236,84,2,Cheque,0,0,0,1
20210111,1241.52,84,2,DirectDebit,6,0,0,0
20210111,1634.64,130.2,2,CreditCard,8,0,1,0
20210111,1425.48,105,2,Cheque,1,0,0,0
20210112,839.16,4.2,8,CreditCard,4,0,1,0
20210113,1425.48,105,2,DirectDebit,3,0,0,0
20210114,1241.52,147,2,DirectDebit,4,0,1,0
20210114,1316.6664,126,2,DirectDebit,3,0,0,0
20210115,1257.48,105,2,Cheque,1,0,0,1
20210115,1896.1908,147,18,CreditCard,1,0,0,0
20210115,1675.8,147,2,Cheque,3,0,0,0
20210116,1466.64,147,2,CreditCard,3,0,0,0
20210117,1048.32,84,2,CreditCard,3,0,0,0
20210117,713.286,84,8,Cheque,1,0,0,0
20210118,587.16,26.04,8,DirectDebit,3,0,0,0
20210118,428.5176,4.2,4,CreditCard,1,0,0,0
20210118,1007.16,4.2,8,CreditCard,1,0,0,0
20210118,666.7584,0,8,DirectDebit,7,0,1,0
20210118,1310.5848,21,8,Cheque,1,0,0,0
20210118,1241.52,147,2,DirectDebit,2,0,0,0
20210118,419.16,419.16,8,Cheque,0,0,0,0
20210118,803.376,45.36,5.5,CreditCard,4,0,0,0
